Office Name,Contest ID,Ballot Name,Choice ID,Party,Total
State House District 67,56700,Micah Gravley (I) (Rep),43,REP,17648
State House District 67,56700,Angela Mayfield (Dem),44,DEM,10785
State House District 67,56700,Total Votes,,,28433
State House District 68,56800,J. Collins (I) (Rep),40,REP,24730
State House District 68,56800,Total Votes,,,24730
State House District 69,56900,Randy Nix (I) (Rep),41,REP,20856
State House District 69,56900,Herbert Giles (Dem),42,DEM,5286
State House District 69,56900,Total Votes,,,26142
State House District 70,57000,Lynn Smith (I) (Rep),43,REP,24742
State House District 70,57000,Total Votes,,,24742
State House District 71,57100,Philip Singleton (I) (Rep),37,REP,25530
State House District 71,57100,Jill  Prouty (Dem),38,DEM,9564
State House District 71,57100,Total Votes,,,35094
State House District 72,57200,Josh Bonner (I) (Rep),39,REP,26977
State House District 72,57200,Fred Rovner (Dem),40,DEM,9874
State House District 72,57200,Total Votes,,,36851
State House District 73,57300,Karen Mathiak (I) (Rep),47,REP,16263
State House District 73,57300,William Harris (Dem),48,DEM,12796
State House District 73,57300,Total Votes,,,29059
State House District 74,57400,Yasmin Neal (Dem),43,DEM,17865
State House District 74,57400,Total Votes,,,17865
State House District 75,57500,Mike Glanton (I) (Dem),44,DEM,21735
State House District 75,57500,Total Votes,,,21735
State House District 76,57600,Sandra Givens Scott (I) (Dem),45,DEM,24533
State House District 76,57600,Total Votes,,,24533
State House District 77,57700,Rhonda Burnough (I) (Dem),46,DEM,18616
State House District 77,57700,Total Votes,,,18616
State House District 78,57800,Demetrius Douglas (I) (Dem),47,DEM,24482
State House District 78,57800,Total Votes,,,24482
State House District 79,57900,Andrea Johnson (Rep),50,REP,11185
State House District 79,57900,Michael S. Wilensky (I) (Dem),51,DEM,16602
State House District 79,57900,Total Votes,,,27787
State House District 80,58000,Alan Cole (Rep),52,REP,12173
State House District 80,58000,Matthew Wilson (I) (Dem),53,DEM,17347
State House District 80,58000,Total Votes,,,29520
State House District 81,58100,Scott Holcomb (I) (Dem),54,DEM,17404
State House District 81,58100,Total Votes,,,17404
State House District 82,58200,Mary Margaret Oliver (I) (Dem),55,DEM,21436
State House District 82,58200,Total Votes,,,21436
State House District 83,58300,Becky Evans (I) (Dem),56,DEM,29045
State House District 83,58300,Total Votes,,,29045
State House District 84,58400,Renitta Shannon (I) (Dem),57,DEM,29992
State House District 84,58400,Total Votes,,,29992
State House District 85,58500,Karla Drenner (I) (Dem),58,DEM,22624
State House District 85,58500,Total Votes,,,22624
State House District 86,58600,Zulma Lopez (Dem),60,DEM,23209
State House District 86,58600,Total Votes,,,23209
State House District 87,58700,Viola Davis (I) (Dem),61,DEM,25870
State House District 87,58700,Total Votes,,,25870
State House District 88,58800,Billy Mitchell (I) (Dem),62,DEM,22598
State House District 88,58800,Total Votes,,,22598
State House District 89,58900,Bee Nguyen (I) (Dem),63,DEM,32600
State House District 89,58900,Total Votes,,,32600
State House District 90,59000,Pam Stephenson (I) (Dem),64,DEM,27001
State House District 90,59000,Total Votes,,,27001
State House District 91,59100,Rhonda S. Taylor (Dem),65,DEM,27293
State House District 91,59100,Total Votes,,,27293
State House District 92,59200,Doreen Carter (I) (Dem),66,DEM,20996
State House District 92,59200,Total Votes,,,20996
State House District 93,59300,"Hubert Owens, Jr. (Rep)",67,REP,5164
State House District 93,59300,Dar'Shun Kendrick (I) (Dem),68,DEM,26638
State House District 93,59300,Total Votes,,,31802
State House District 94,59400,Karen Bennett (I) (Dem),69,DEM,25712
State House District 94,59400,Total Votes,,,25712
State House District 95,59500,Erica McCurdy (Rep),93,REP,13023
State House District 95,59500,Beth Moore (I) (Dem),94,DEM,16530
State House District 95,59500,Total Votes,,,29553
State House Dist 96/Estatal ante la Asamblea General Dist 96,59600,"Pedro """"Pete"""" Marin (I) (Dem)",57,DEM,15015
State House Dist 96/Estatal ante la Asamblea General Dist 96,59600,Total Votes,,,15015
State House Dist 97/Estatal ante la Asamblea General Dist 97,59700,Bonnie Rich (I) (Rep),58,REP,16929
State House Dist 97/Estatal ante la Asamblea General Dist 97,59700,Mary Blackmon Campbell (Dem),59,DEM,15520
State House Dist 97/Estatal ante la Asamblea General Dist 97,59700,Total Votes,,,32449
State House Dist 98/Estatal ante la Asamblea General Dist 98,59800,David Clark (I) (Rep),60,REP,18595
State House Dist 98/Estatal ante la Asamblea General Dist 98,59800,Taeho Cho (Dem),61,DEM,12888
State House Dist 98/Estatal ante la Asamblea General Dist 98,59800,Total Votes,,,31483
State House Dist 99/Estatal ante la Asamblea General Dist 99,59900,Marvin Lim (Dem),62,DEM,9943
State House Dist 99/Estatal ante la Asamblea General Dist 99,59900,Total Votes,,,9943
State House Dist 100/Estatal ante la Asamblea General Dist 100,60000,Dewey L. McClain (I) (Dem),63,DEM,14498
State House Dist 100/Estatal ante la Asamblea General Dist 100,60000,Total Votes,,,14498
State House Dist 101/Estatal ante la Asamblea General Dist 101,60100,Carol Field (Rep),64,REP,9713
State House Dist 101/Estatal ante la Asamblea General Dist 101,60100,Sam Park (I) (Dem),65,DEM,15941
State House Dist 101/Estatal ante la Asamblea General Dist 101,60100,Total Votes,,,25654
State House Dist 102/Estatal ante la Asamblea General Dist 102,60200,Soo Hong (Rep),66,REP,13313
State House Dist 102/Estatal ante la Asamblea General Dist 102,60200,Gregg Kennard (I) (Dem),67,DEM,14134
State House Dist 102/Estatal ante la Asamblea General Dist 102,60200,Total Votes,,,27447
State House Dist 103/Estatal ante la Asamblea General Dist 103,60300,Timothy Barr (I) (Rep),68,REP,24204
State House Dist 103/Estatal ante la Asamblea General Dist 103,60300,Clifton  Marshall (Dem),69,DEM,11652
State House Dist 103/Estatal ante la Asamblea General Dist 103,60300,Total Votes,,,35856
State House Dist 104/Estatal ante la Asamblea General Dist 104,60400,Chuck Efstration (I) (Rep),70,REP,17326
State House Dist 104/Estatal ante la Asamblea General Dist 104,60400,Nakita Hemingway (Dem),71,DEM,16547
State House Dist 104/Estatal ante la Asamblea General Dist 104,60400,Total Votes,,,33873
State House Dist 105/Estatal ante la Asamblea General Dist 105,60500,Eric Dierks (Rep),72,REP,12043
State House Dist 105/Estatal ante la Asamblea General Dist 105,60500,Donna McLeod (I) (Dem),73,DEM,19869
State House Dist 105/Estatal ante la Asamblea General Dist 105,60500,Total Votes,,,31912
State House Dist 106/Estatal ante la Asamblea General Dist 106,60600,Brett Harrell (I) (Rep),74,REP,12384
State House Dist 106/Estatal ante la Asamblea General Dist 106,60600,Rebecca Mitchell (Dem),75,DEM,17611
State House Dist 106/Estatal ante la Asamblea General Dist 106,60600,Total Votes,,,29995
State House Dist 107/Estatal ante la Asamblea General Dist 107,60700,Michael McConnell (Rep),76,REP,10514
State House Dist 107/Estatal ante la Asamblea General Dist 107,60700,Shelly Hutchinson (I) (Dem),77,DEM,16730
State House Dist 107/Estatal ante la Asamblea General Dist 107,60700,Total Votes,,,27244
State House Dist 108/Estatal ante la Asamblea General Dist 108,60800,Johnny Crist (Rep),78,REP,12034
State House Dist 108/Estatal ante la Asamblea General Dist 108,60800,Jasmine Clark (I) (Dem),79,DEM,14602
State House Dist 108/Estatal ante la Asamblea General Dist 108,60800,Total Votes,,,26636
State House District 109,60900,Dale Rutledge (I) (Rep),47,REP,15825
State House District 109,60900,Regina Lewis-Ward (Dem),48,DEM,17009
State House District 109,60900,Total Votes,,,32834
State House District 110,61000,Clint Crowe (Rep),37,REP,15729
State House District 110,61000,Ebony Carter (Dem),38,DEM,12459
State House District 110,61000,Total Votes,,,28188
State House District 111,61100,El-Mahdi Holly (I) (Dem),51,DEM,27997
State House District 111,61100,Total Votes,,,27997
State House District 112,61200,Dave Belton (I) (Rep),37,REP,26093
State House District 112,61200,Total Votes,,,26093
State House District 113,61300,Sharon Henderson (Dem),46,DEM,23743
State House District 113,61300,Total Votes,,,23743
State House District 114,61400,Tom Kirby (I) (Rep),37,REP,27331
State House District 114,61400,Total Votes,,,27331
State House District 115,61500,Bruce Williamson (I) (Rep),41,REP,23812
State House District 115,61500,Debbie Reed (Dem),42,DEM,6895
State House District 115,61500,Total Votes,,,30707
State House District 116,61600,Terry England (I) (Rep),38,REP,24376
State House District 116,61600,Total Votes,,,24376
State House District 117,61700,Houston Gaines (I) (Rep),39,REP,16863
State House District 117,61700,"""""Mokah"""" Jasmine Johnson (Dem)",40,DEM,12940
State House District 117,61700,Total Votes,,,29803
State House District 118,61800,Spencer Frye (I) (Dem),43,DEM,18807
State House District 118,61800,Total Votes,,,18807
State House District 119,61900,Marcus A. Wiedower (I) (Rep),44,REP,16828
State House District 119,61900,Jonathan Wallace (Dem),45,DEM,13852
State House District 119,61900,Total Votes,,,30680
State House District 120,62000,Trey Rhodes (I) (Rep),37,REP,25247
State House District 120,62000,Total Votes,,,25247
State House District 121,62100,Barry Fleming (I) (Rep),42,REP,26291
State House District 121,62100,Total Votes,,,26291
State House District 122,62200,Jodi Lott (I) (Rep),43,REP,26081
State House District 122,62200,Doris O. Crutchfield (Dem),44,DEM,11224
State House District 122,62200,Total Votes,,,37305
State House District 123,62300,Mark Newton (I) (Rep),45,REP,23452
State House District 123,62300,Total Votes,,,23452
State House District 124,62400,"Henry """"Wayne"""" Howard (I) (Dem)",40,DEM,16454
State House District 124,62400,Total Votes,,,16454
State House District 125,62500,Sheila Clark Nelson (I) (Dem),41,DEM,17666
State House District 125,62500,Total Votes,,,17666
State House District 126,62600,Gloria Frazier (I) (Dem),37,DEM,22232
State House District 126,62600,Total Votes,,,22232
State House District 127,62700,Brian L. Prince (I) (Dem),37,DEM,18665
State House District 127,62700,Total Votes,,,18665
State House District 128,62800,Mack Jackson (I) (Dem),37,DEM,18053
State House District 128,62800,Total Votes,,,18053
State House District 129,62900,Susan Holmes (I) (Rep),39,REP,18966
State House District 129,62900,Sharonda Bell (Dem),40,DEM,7152
State House District 129,62900,Joe Reed (Ind),41,IND,1130
State House District 129,62900,Total Votes,,,27248
State House District 130,63000,David Knight (I) (Rep),52,REP,16023
State House District 130,63000,Sheila Henley (Dem),53,DEM,11398
State House District 130,63000,Total Votes,,,27421
State House District 131,63100,Beth Camp (Rep),39,REP,20246
State House District 131,63100,Chris Benton (Dem),40,DEM,6816
State House District 131,63100,Total Votes,,,27062
State House District 132,63200,David Jenkins (Rep),41,REP,11458
State House District 132,63200,"Bob Trammell, Jr. (I) (Dem)",42,DEM,10792
State House District 132,63200,Total Votes,,,22250
State House District 133,63300,"Vance Smith, Jr. (I) (Rep)",36,REP,25094
State House District 133,63300,Total Votes,,,25094
State House District 134,63400,Richard H. Smith (I) (Rep),37,REP,17591
State House District 134,63400,Carl Sprayberry (Dem),38,DEM,9831
State House District 134,63400,Total Votes,,,27422
State House District 135,63500,Calvin Smyre (I) (Dem),42,DEM,12407
State House District 135,63500,Total Votes,,,12407
State House District 136,63600,Carolyn Hugley (I) (Dem),43,DEM,19509
State House District 136,63600,Total Votes,,,19509
State House District 137,63700,Debbie G. Buckner (I) (Dem),39,DEM,22039
State House District 137,63700,Total Votes,,,22039
State House District 138,63800,Mike Cheokas (I) (Rep),36,REP,9542
State House District 138,63800,Marc Arnett (Dem),37,DEM,8177
State House District 138,63800,Total Votes,,,17719
State House District 139,63900,Patty Bentley (I) (Dem),37,DEM,13658
State House District 139,63900,Total Votes,,,13658
State House District 140,64000,Robert Dickey (I) (Rep),41,REP,19693
State House District 140,64000,Total Votes,,,19693
State House District 141,64100,Dale Washburn (I) (Rep),42,REP,25840
State House District 141,64100,Total Votes,,,25840
State House District 142,64200,Miriam Paris (I) (Dem),43,DEM,18212
State House District 142,64200,Total Votes,,,18212
State House District 143,64300,James Beverly (I) (Dem),44,DEM,17679
State House District 143,64300,Total Votes,,,17679
State House District 144,64400,Danny Mathis (I) (Rep),45,REP,18560
State House District 144,64400,Mary Whipple-Lue (Dem),46,DEM,8306
State House District 144,64400,Total Votes,,,26866
State House District 145,64500,"Ricky """"Rick"""" Williams (I) (Rep)",37,REP,12371
State House District 145,64500,Quentin T. Howell (Dem),38,DEM,9659
State House District 145,64500,Total Votes,,,22030
State House District 146,64600,Shaw Blackmon (I) (Rep),42,REP,25746
State House District 146,64600,Total Votes,,,25746
State House District 147,64700,Heath Clark (I) (Rep),43,REP,11794
State House District 147,64700,Stephen Baughier (Dem),44,DEM,10773
State House District 147,64700,Total Votes,,,22567
State House District 148,64800,"Noel Williams, Jr. (I) (Rep)",37,REP,15443
State House District 148,64800,Regina Awung (Dem),38,DEM,6322
State House District 148,64800,Total Votes,,,21765
State House District 149,64900,Robert Pruitt (Rep),38,REP,13972
State House District 149,64900,Total Votes,,,13972
State House District 150,65000,Matt Hatchett (I) (Rep),38,REP,20139
State House District 150,65000,Total Votes,,,20139
State House District 151,65100,Gerald E. Greene (I) (Rep),37,REP,12011
State House District 151,65100,Joyce Barlow (Dem),38,DEM,11185
State House District 151,65100,Total Votes,,,23196
State House District 152,65200,Bill Yearta (I) (Rep),37,REP,23841
State House District 152,65200,Total Votes,,,23841
State House District 153,65300,Camia Whitaker Hopson (I) (Dem),39,DEM,15462
State House District 153,65300,Total Votes,,,15462
State House District 154,65400,Winfred Dukes (I) (Dem),37,DEM,17798
State House District 154,65400,Total Votes,,,17798
State House District 155,65500,Clay Pirkle (I) (Rep),36,REP,16132
State House District 155,65500,Lethia Jones Kittrell (Dem),37,DEM,6214
State House District 155,65500,Total Votes,,,22346
State House District 156,65600,Greg Morris (I) (Rep),36,REP,19096
State House District 156,65600,Total Votes,,,19096
State House District 157,65700,"William """"Bill"""" Werkheiser (I) (Rep)",36,REP,16199
State House District 157,65700,Total Votes,,,16199
State House District 158,65800,Butch Parrish (I) (Rep),36,REP,15379
State House District 158,65800,Ann P.D. Gleason (Dem),37,DEM,6773
State House District 158,65800,Total Votes,,,22152
State House District 159,65900,Jon G. Burns (I) (Rep),38,REP,21976
State House District 159,65900,Total Votes,,,21976
State House District 160,66000,Jan Tankersley (I) (Rep),36,REP,19105
State House District 160,66000,Total Votes,,,19105
State House District 161,66100,Bill Hitchens (I) (Rep),38,REP,27840
State House District 161,66100,Total Votes,,,27840
State House District 162,66200,Carl Wayne Gilliard (I) (Dem),39,DEM,17344
State House District 162,66200,Total Votes,,,17344
State House District 163,66300,Derek J. Mallow (Dem),40,DEM,18099
State House District 163,66300,Total Votes,,,18099
State House District 164,66400,Ron Stephens (I) (Rep),37,REP,13829
State House District 164,66400,Marcus Thompson (Dem),38,DEM,12484
State House District 164,66400,Total Votes,,,26313
State House District 165,66500,Mickey Stephens (I) (Dem),43,DEM,19955
State House District 165,66500,Total Votes,,,19955
State House District 166,66600,Jesse Petrea (I) (Rep),39,REP,26058
State House District 166,66600,Michael Mack (Dem),40,DEM,11115
State House District 166,66600,Total Votes,,,37173
State House District 167,66700,Buddy Deloach (Rep),36,REP,21135
State House District 167,66700,Total Votes,,,21135
State House District 168,66800,Al Williams (I) (Dem),38,DEM,17006
State House District 168,66800,Total Votes,,,17006
State House District 169,66900,Dominic LaRiccia (I) (Rep),36,REP,13759
State House District 169,66900,"Michael """"Buckle"""" Moore (Dem)",37,DEM,5074
State House District 169,66900,Total Votes,,,18833
State House District 170,67000,Penny Houston (I) (Rep),37,REP,15626
State House District 170,67000,Andre Oliver (Dem),38,DEM,4979
State House District 170,67000,Total Votes,,,20605
State House District 171,67100,Joe Campbell (I) (Rep),36,REP,17096
State House District 171,67100,Total Votes,,,17096
State House District 172,67200,Sam Watson (I) (Rep),37,REP,15556
State House District 172,67200,Total Votes,,,15556
State House District 173,67300,Darlene Taylor (I) (Rep),37,REP,14267
State House District 173,67300,Booker T. Gainor (Dem),38,DEM,9766
State House District 173,67300,Total Votes,,,24033
State House District 174,67400,John L. Corbett (I) (Rep),36,REP,18484
State House District 174,67400,Total Votes,,,18484
State House District 175,67500,John LaHood (I) (Rep),37,REP,22745
State House District 175,67500,Total Votes,,,22745
State House District 176,67600,James Burchett (I) (Rep),36,REP,15241
State House District 176,67600,"Evans Primus, Jr. (Dem)",37,DEM,6185
State House District 176,67600,Total Votes,,,21426
State House District 177,67700,Dexter L. Sharper (I) (Dem),43,DEM,14598
State House District 177,67700,Total Votes,,,14598
State House District 178,67800,Steven Meeks (I) (Rep),37,REP,21993
State House District 178,67800,Total Votes,,,21993
State House District 179,67900,Don Hogan (I) (Rep),37,REP,15441
State House District 179,67900,Julie Jordan (Dem),38,DEM,11672
State House District 179,67900,Total Votes,,,27113
State House District 180,68000,Steven Sainz (I) (Rep),37,REP,20286
State House District 180,68000,Total Votes,,,20286
District Attorney - Alapaha,80000,Dick Perryman (I) (Rep),38,REP,20947
District Attorney - Alapaha,80000,Total Votes,,,20947
District Attorney - Alcovy,81000,Randy McGinley (Rep),47,REP,61582
District Attorney - Alcovy,81000,Destiny Bryant (Dem),48,DEM,41663
District Attorney - Alcovy,81000,Total Votes,,,103245
District Attorney - Appalachian,82000,B. Alison Sosebee (I) (Rep),39,REP,42396
District Attorney - Appalachian,82000,Total Votes,,,42396
District Attorney - Atlanta,83000,Fani Willis (Dem),95,DEM,431050
District Attorney - Atlanta,83000,Total Votes,,,431050
District Attorney - Augusta,85000,Natalie Paine (I) (Rep),38,REP,86625
District Attorney - Augusta,85000,Jared T. Williams (Dem),39,DEM,88625
District Attorney - Augusta,85000,Total Votes,,,175250
District Attorney - Blue Ridge,86000,Shannon Wallace (I) (Rep),49,REP,119237
District Attorney - Blue Ridge,86000,Total Votes,,,119237
District Attorney - Brunswick,87000,Jackie Johnson (I) (Rep),38,REP,41176
District Attorney - Brunswick,87000,Keith Higgins (Ind),39,IND,45848
District Attorney - Brunswick,87000,Total Votes,,,87024
District Attorney - Chattahoochee,88000,Mark P. Jones (Dem),38,DEM,83348
District Attorney - Chattahoochee,88000,Total Votes,,,83348
District Attorney - Cherokee,89000,Rosemary M. Greene (I) (Rep),43,REP,64064
District Attorney - Cherokee,89000,Total Votes,,,64064
District Attorney - Clayton - Special Election,90000,Tasha M. Mosley (I) (Dem),48,DEM,102097
District Attorney - Clayton - Special Election,90000,Total Votes,,,102097
District Attorney - Cobb - Special,91000,"Flynn D. Broady, Jr. (Dem)",105,DEM,197553
District Attorney - Cobb - Special,91000,Joyette Holmes (I) (Rep),104,REP,187241
District Attorney - Cobb - Special,91000,Total Votes,,,384794
District Attorney - Conasauga,92000,Bert Poston (I) (Rep),40,REP,43564
District Attorney - Conasauga,92000,Total Votes,,,43564
District Attorney - Coweta,94000,Herb Cranford (I) (Rep),44,REP,144656
District Attorney - Coweta,94000,Total Votes,,,144656
District Attorney - Dougherty,95000,Gregory W. Edwards (I) (Dem),41,DEM,30899
District Attorney - Dougherty,95000,Total Votes,,,30899
District Attorney - Douglas - Special,96000,Dalia Racine (Dem),46,DEM,52339
District Attorney - Douglas - Special,96000,Total Votes,,,52339
District Attorney - Dublin,97000,Craig Fraser (I) (Rep),39,REP,19985
District Attorney - Dublin,97000,Adriane Latrell Love (Dem),40,DEM,13654
District Attorney - Dublin,97000,Total Votes,,,33639
District Attorney - Eastern,98000,Meg Daly Heap (I) (Rep),46,REP,61618
District Attorney - Eastern,98000,Shalena Cook Jones (Dem),47,DEM,69065
District Attorney - Eastern,98000,Total Votes,,,130683
District Attorney - Flint,100000,Darius Pattillo (I) (Dem),54,DEM,94399
District Attorney - Flint,100000,Total Votes,,,94399
District Attorney - Gwinnett/Fiscal del Distrito - Gwinnett,102000,"Daniel J. """"Danny"""" Porter (I) (Rep)",81,REP,177800
District Attorney - Gwinnett/Fiscal del Distrito - Gwinnett,102000,Patsy Austin-Gatson (Dem),82,DEM,226177
District Attorney - Gwinnett/Fiscal del Distrito - Gwinnett,102000,Total Votes,,,403977
District Attorney - Houston,103000,George Hartwig (I) (Rep),47,REP,38067
District Attorney - Houston,103000,Erikka B. Williams (Dem),48,DEM,35249
District Attorney - Houston,103000,Total Votes,,,73316
District Attorney - Lookout Mountain,104000,Chris A. Arnt (Rep),38,REP,68133
District Attorney - Lookout Mountain,104000,Total Votes,,,68133
District Attorney - Macon,105000,Anita Reynolds Howard (Dem),47,DEM,69417
District Attorney - Macon,105000,Total Votes,,,69417
District Attorney - Middle,106000,Tripp Fitzner (Rep),39,REP,31114
District Attorney - Middle,106000,Total Votes,,,31114
District Attorney - Mountain,107000,George R. Christian (I) (Rep),40,REP,36306
District Attorney - Mountain,107000,Total Votes,,,36306
District Attorney - Northern,109000,Parks White (I) (Rep),39,REP,46930
District Attorney - Northern,109000,Total Votes,,,46930
District Attorney - Ocmulgee,110000,T. Wright Barksdale (Rep),39,REP,66868
District Attorney - Ocmulgee,110000,Total Votes,,,66868
District Attorney - Oconee,111000,Timothy G. Vaughn (I) (Rep),39,REP,22597
District Attorney - Oconee,111000,Total Votes,,,22597
District Attorney - Ogeechee,112000,Daphne Jarriel Totten (Rep),40,REP,58227
District Attorney - Ogeechee,112000,Total Votes,,,58227
District Attorney - Piedmont,114000,Brad Smith (I) (Rep),38,REP,73279
District Attorney - Piedmont,114000,Total Votes,,,73279
District Attorney - Rome,116000,Leigh E. Patterson (I) (Rep),41,REP,34789
District Attorney - Rome,116000,Total Votes,,,34789
District Attorney - South Georgia,117000,Joe Mulholland (I) (Rep),38,REP,27194
District Attorney - South Georgia,117000,Total Votes,,,27194
District Attorney - Southern,118000,Brad Shealy (I) (Rep),38,REP,86422
District Attorney - Southern,118000,Total Votes,,,86422
District Attorney - Southwestern - Special,119000,Lewis R. Lamb (I) (Ind),38,IND,30783
District Attorney - Southwestern - Special,119000,Total Votes,,,30783
District Attorney - Stone Mountain,120000,Sherry Boston (I) (Dem),70,DEM,323863
District Attorney - Stone Mountain,120000,Total Votes,,,323863
District Attorney - Tallapoosa,121000,Jack Browning (I) (Rep),41,REP,28115
District Attorney - Tallapoosa,121000,Total Votes,,,28115
District Attorney - Tifton,122000,Bryce A. Johnson (Rep),38,REP,14495
District Attorney - Tifton,122000,Total Votes,,,14495
District Attorney - Toombs,123000,Bill Doupe (I) (Dem),38,DEM,19360
District Attorney - Toombs,123000,Total Votes,,,19360
District Attorney - Western - Special,125000,James Chafin,46,NP,25022
District Attorney - Western - Special,125000,Deborah Gonzalez (Dem),47,DEM,34646
District Attorney - Western - Special,125000,Brian Patterson (Dem),48,DEM,11949
District Attorney - Western - Special,125000,Total Votes,,,71617
District Attorney - Bell-Forsyth,126000,Penny A. Penn (I) (Rep),51,REP,108132
District Attorney - Bell-Forsyth,126000,Total Votes,,,108132
District Attorney - Towaliga,127000,Jonathan L. Adams (I) (Rep),42,REP,30565
District Attorney - Towaliga,127000,Total Votes,,,30565
Constitutional Amendment #1,800100,YES,51,NP,3862568
Constitutional Amendment #1,800100,NO,52,NP,869540
Constitutional Amendment #1,800100,Total Votes,,,4732108
Constitutional Amendment #2,800200,YES,53,NP,3491296
Constitutional Amendment #2,800200,NO,54,NP,1197792
Constitutional Amendment #2,800200,Total Votes,,,4689088
Statewide Referendum A,800300,YES,55,NP,3451116
Statewide Referendum A,800300,NO,56,NP,1270737
Statewide Referendum A,800300,Total Votes,,,4721853
